+, ,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+,#,+, , , ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+,#,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, , , ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+,#,+,-,+,-,+, ,+,#,+,#,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+
|, ,|, , , ,|, , , ,|, ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, , , ,|, ,|, , , , , ,|, ,|, , , ,|, , , , , ,|, , , ,|, ,|, , , ,|, , , , , ,|, ,|, , , , , , , , , , , ,|, , , , , ,|, ,|, ,|, , , ,|, ,|, , , , , , , ,|, ,|, , , ,|, ,|, , , , , , , ,|, , , , , ,|, ,|, , , ,|, , , , , , ,#,|, , , ,|, , , , , , , ,|, ,|, ,|, , , , , , , , , ,|, ,|, ,|, , ,#,|, , , , , ,|, , , , , ,|, , , ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , , , ,|, ,|, , , ,|, , , , , ,|, ,|, , , ,|,#,|, , , ,|,#,#,#,|,#,#,#,#,#,|, , , ,|, ,|, , , , , , , , , ,|, ,|, , , , , , , ,|, ,|, , , ,|, ,|, , , , , ,|, ,|, ,|, ,|, , , ,|
+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+, , , ,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+,#,+, , , ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,#,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,#,+, ,+,-,+,#,+,-,+, , , , ,#,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+
|, , , , , ,|, ,|, ,|, , , ,|, , , , , ,|, , , ,|, ,|, ,|, , , , , , , , , ,|, ,|, ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, ,|, , , , , , , , , ,|, , , , , ,|, , , , , , , , , , , ,|, ,|, , , ,|, ,|, ,|, , , , , , , , , ,|, ,|, ,|, ,|, , , , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , ,#,#,#,|, , , ,|, , ,#,#,#,#,#, , ,|, ,|, ,|, ,|, ,|, , , ,|, ,|, ,|, ,|,#,|, , , ,|, ,|, ,|, , , , , , , , , ,|, , , , , ,|, ,|, , , , , ,|, , , ,|, ,|, , , , , ,|, , , , , ,|, ,|, ,|, ,|, ,|,#, , ,|,#,#,#, , ,|, , , , ,#,|, ,|, , , ,|, , , ,|, , , , , ,|, ,|, , , , , ,|, ,|, , , , , ,|, ,|, , , ,|, , , ,|, ,|, ,|, ,|, ,|
+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, , , ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+, , , , , ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, , ,#,+,-,+, ,+, ,+,-,+,#,+, ,+,#,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+,#,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+, , , ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+,#,+,-,+,#,+,-,+, ,+, ,+, , ,#,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+
|, , , ,|, , , ,|, , , ,|, ,|, ,|, ,|, , , , , ,|, , , , , , , , , , , , , ,|, , , , , ,|, , , ,|, ,|, ,|, ,|, , , ,|, , , , , ,|, ,|, , , ,|, , , , , ,|, , , ,|, , , ,|, ,|, , , , , , , ,|, ,|, ,|, , , ,|, , , , , ,|, , , ,|, , , , , , , ,|, ,|, , , ,|, ,|, , , , , ,|, ,|,#,#,#,|, , , ,|,#,#,#,#,#,|, ,|,#,#,#,|, , , ,|, ,|, ,|, ,|, , , , , ,|, , ,#, , , , ,|, ,|, , , , , ,|, , , , , , , ,|, , , ,|, , , , , , , , , , , ,|, , , ,|, , , , , , , , , ,|, , , , , , , ,|,#,#,#,#,#,|, , , ,|, ,|, , ,#,#,#,#,#,|, , , ,|, , , , , , , ,|, , , , , , ,#,#,#,#,#, , ,|, ,|, , , ,|, , , , , ,|, ,|, , , , , ,|
+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+, , , ,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,#,+,-,+, ,+,-,+,#,+,-,+,-,+, ,+,-,+,#,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+,#, , ,+, ,+, ,+, , , ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+,#,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+,#,+,-,+,#,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, , , ,+, ,+
|, ,|, , , , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , , , , , ,|, , , ,|, , , ,|, , , , , ,|, ,|, , , , , ,|, , , ,|, , , ,|, , , , , ,|, , , , , ,|, ,|, , , ,|, , , ,|, , , , , , , , , ,|, ,|, , , ,|, ,|, , , ,|, ,|, , , ,|, , , , , , , , , ,|, , , ,|, , , ,|, ,|, ,|, ,|, , ,#,|,#,#,#,#,#,#,#,|, , , , , , , ,|,#,#,#,#,#,#,#,|, ,|, ,|, ,|, , , ,|,#,#,#, , ,|, ,|, ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , , , , , , , ,|, , , ,|, , , ,|, , , ,|, ,|, , , , , , , , , ,|, , , , , ,|, , , ,|, ,|, , , , , ,|,#,|,#,#,#,|, , , , , ,|, , , , , ,|, ,|,#,|, , ,#,#,#, , ,|, , , ,|, , , ,|, , , ,|, , , ,|, ,|
+, ,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, , , ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,#,+,#,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+,#,+, ,+, ,+,-,+, ,+,-,+,#,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+, , , ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+,#,+,#,+,#,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+,#,+, ,+, , ,#,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+
|, , , ,|, , , , , , , ,|, , , ,|, , , ,|, , , , , ,|, ,|, ,|, ,|, ,|, ,|, , , , , , , ,|, ,|, ,|, , , ,|, , , , , ,|, , , ,|, , , , , , , ,|, ,|, , , , , , , ,|, ,|, , , ,|, , , ,|, ,|, ,|, , , , , , , , , ,|, ,|, ,|, ,|, ,|, , , , , , , , , ,|, ,|, ,|, , , ,|, , , ,|, ,|,#,#,#, , ,|, ,|, , , , , ,|, , , , , , , ,|, , ,#, , ,|, , , , , ,|,#,#,#, , ,|, ,|, ,|, , , , , ,|, , , , , , , ,|, , , ,|, ,|, , , ,|, ,|, ,|, , , , , , , , , ,|, ,|, , , , , ,|, , , , , ,|, , , ,|, ,|, , , ,|, ,|, ,|, , , , , ,|,#,#,#,|,#,|, , , , , ,|, , , , , , , ,|,#,|, ,|, , ,#,#,#,|, , , ,|, ,|, , , , , , , , , , , ,|
+,-,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, , , ,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+,#,+,-,+,-,+,-,+,-,+,#,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,#,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+,#,+, ,+,-,+,-,+,#,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+
|, , , ,|, , , , , , , , , ,|, , , ,|, ,|, , , , , ,|, ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, ,|, ,|, ,|, ,|, ,|, , , ,|, ,|, , , ,|, , , , , , , ,|, , , ,|, , , ,|, , , ,|, , , , , , , ,|, , , , , , , ,|, ,|, ,|, , , ,|, , , ,|, , , ,|, , , , , ,|, , , , , ,|,#,#,#,#,#,#,#,#,#,#,#,|, , , ,|, ,|, ,|, ,|, , , ,|, , , ,|, , , , , ,|, , , , , , , ,|, ,|, , , , , , , , , ,|, , , , , , , ,|, ,|, ,|, ,|, ,|, , , ,|, ,|, ,|, ,|, ,|, , , ,|, ,|, , , ,|,#,#,#,|, ,|,#,#,#,#,#,#,#,#,#,#,#,#,#,|, , , ,|, , ,#,|, , , , , ,|, ,|, , , , , ,|, ,|, ,|
+, ,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+, , , ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, , , ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, , , ,+,-,+,-,+,-,+, ,+, , , ,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+,#,+,-,+, ,+,#,+,-,+,-,+,-,+,-,+,-,+,-,+, , , ,+, ,+,#,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+
|, ,|, , , ,|, , , , , , , ,|, ,|, , , ,|, ,|, ,|, , , , , ,|, ,|, , , , , ,|, , , ,|, , , , , ,|, ,|, , , ,|, , , ,|, ,|, , , , , ,|, , , , , , , ,|, ,|, , , ,|, ,|, , , , , , , ,|, , , , , ,|, , , , , ,|, ,|, , , , , ,|, , , ,|, ,|, , , , , , , , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , , , ,|, ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, ,|, , , ,|, ,|, , , ,|, ,|, , , ,|, , , , , , , ,|, , , ,|, , , , , , , , , , , ,|, , , , , , , , , ,|, , , ,|, , , , , , , ,|, ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, , , , , ,|,#,#,#,|, ,|,#,|, , , , , , , , , ,|, , , , , ,|, ,|,#,|, ,|, ,|, , , ,|, ,|, ,|, ,|, ,|, ,|
+, ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, , , ,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, , , ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, , , ,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+,#,+, ,+,#,+, ,+,-,+,-,+,-,+, ,+, ,+, , , ,+, ,+,#,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+
|, ,|, ,|, ,|, ,|, , , ,|, , , ,|, , , , , ,|, , , , , , , , , , , ,|, , , , , ,|, ,|, ,|, ,|, ,|, , , , , ,|, , , , , ,|, ,|, , , , , , , , , , , ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, , , , , , , ,|, , , , , , , , , , , ,|, , , ,|, , , ,|, , , , , ,|, ,|, , , ,|, , , , , ,|, , , ,|, ,|, , , , , , , ,|, ,|, , , ,|, , , , , , , ,|, ,|, ,|, , , , , ,|, ,|, ,|, ,|, , , , , , , ,|, , , ,|, , , ,|, , , ,|, , , , , , , ,|, , , ,|, , , ,|, ,|, , , ,|, , , , , , , ,|, ,|, , , , , , , , , ,|, ,|, , , , , , , , , ,|,#,#,#,#,#,|, , , , , ,|, , , , , ,|, , , ,|, ,|,#,|, ,|, ,|, ,|, ,|, ,|, , , , , ,|, ,|
+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+, , , ,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+,#,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+
|, , , , , ,|, ,|, , , , , , , ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, ,|, , , , , ,|, ,|, , , ,|, , , , , , , , , , , ,|, , , ,|, ,|, , , , , ,|, , , ,|, , , , , , , , , , , , , , , , , , , , , ,|, , , , , ,|, ,|, , , , , , , ,|, , , , , ,|, ,|, , , , , , , ,|, , , , , , , , , ,|, , , , , , , ,|, , , ,|, ,|, , , , , , , , , , , ,|, ,|, , , ,|, ,|, ,|, ,|, ,|, , , ,|, , , , , , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, , , , , ,|, ,|, , , , , ,|, , , , , ,|, , , ,|, , , ,|, , , , , ,|, ,|, , , , , ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, , , , , ,|, , , ,|,#,|, , , , , ,|, ,|, , , , , , , , , ,|
+,-,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, , , ,+, ,+,-,+,-,+, ,+,-,+, , , ,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+, , , ,+, ,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, , , ,+,-,+,-,+, ,+, ,+,-,+, ,+, , , ,+,#,+, , , ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+
|, , , , , ,|, , , ,|, ,|, , , , , ,|, , , ,|, ,|, , , , , ,|, ,|, ,|, , , ,|, , , ,|, ,|, , , , , , , , , ,|, , , ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|, , , ,|, ,|, , , , , , , , , ,|, , , ,|, ,|, , , ,|, , , ,|, , , , , ,|, , , , , ,|, , , ,|, , , ,|, , , , , , , , , ,|, ,|, ,|, ,|, ,|, , , ,|, ,|, , , , , ,|, , , ,|, ,|, , , ,|, , , ,|, , , ,|, ,|, , , , , ,|, ,|, ,|, , , ,|, , , , , , , ,|, ,|, ,|, , , ,|, ,|, , , ,|, ,|, ,|, , , ,|, , , ,|, ,|, ,|, , , ,|, , , , , ,|, , , , , ,|, ,|, , , , , ,|, ,|, , , , , ,|, , , , , , , ,|, , , ,|, , , ,|, , , , ,#,#,#,#,#,|, , , , , ,|, ,|, , , ,|, ,|
+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+, , , ,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+, , , ,+, ,+, ,+, , , ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+,#,+, , , ,+,-,+,-,+, ,+, ,+, ,+
|, ,|, , , , , , , ,|, ,|, ,|, ,|, , , ,|, ,|, , , , , , , , , , , , , ,|, , , , , , , ,|, ,|, ,|, , , , , , , ,|, ,|, , , ,|, ,|, , , ,|, , , ,|, , , , , , , ,|, , , , , ,|, , , ,|, ,|, , , ,|, , , ,|, , , , , , , , , , , , , ,|, , , ,|, , , , , ,|, ,|, ,|, , , , , , , , , , , , , ,|, , , ,|, , , , , , , ,|, ,|, , , ,|, ,|, , , , , , , , , ,|, , , ,|, ,|, , , ,|, ,|, , , , , , , , , ,|, ,|, , , ,|, ,|, ,|, ,|, , , ,|, , , ,|, ,|, ,|, , , ,|, , , ,|, , , , , , , , , , , , , , , ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, , , , , ,|, , , ,|, , , ,|, , , ,|, ,|, ,|, , ,#,#,#,|, , , , , , , ,|, ,|, ,|, ,|
+, ,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, , , ,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+, ,+, , , ,+,-,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+,-,+, , , ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, , , ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,#,+,-,+,-,+,-,+,-,+, ,+,-,+, ,+, ,+
|, ,|, ,|, , , , , ,|, , , ,|, , , ,|, , , ,|, , , ,|, ,|, , , , , , , , , , , , , , , , , ,|, , , , , ,|, , , ,|, , , ,|, ,|, ,|, , , , , ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, , , , , , , ,|, ,|, ,|, ,|, , , ,|, , , ,|, , , ,|, , , , , , , ,|, ,|, , , ,|, , , ,|, , , , , , , ,|, , , , , , , ,|, ,|, , , , , ,|, ,|, ,|, ,|, , , , , , , , , , , , , , , ,|, ,|, , , ,|, , , ,|, , , , , ,|, , , ,|, , , , , , , ,|, , , , , , , , , ,|, , , ,|, ,|, ,|, ,|, , , ,|, , , ,|, , , ,|, , , , , , , ,|, , , , , , , , , , , ,|, , , ,|, , , , , , , ,|, , , ,|, ,|, ,|, , , , ,#,|,#,#,#,#,#,|,#,#,#,#,#,#,#,|, ,|
+, ,+,-,+, , , ,+, ,+,-,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+, , , ,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, , , ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+,-,+,-,+, ,+,-,+,-,+,-,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+, ,+, ,+,-,+, ,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+,-,+, ,+, ,+, ,+,-,+, ,+,-,+,-,+,-,+, ,+, ,+,-,+,-,+, ,+, ,+,-,+, ,+, ,+, ,+,-,+,-,+,#,+,#,+, ,+,#,+,#,+,-,+, ,+,#,+, ,+
|, , , , , , , ,|, ,|, , , ,|, , , ,|, , , , , , , ,|, , , , , ,|, , , , , ,|, , , ,|, , , ,|, , , ,|, , , , , , , , , , , ,|, ,|, , , ,|, ,|, ,|, , , , , , , ,|, , , ,|, ,|, ,|, , , , , , , ,|, , , ,|, , , , , ,|, ,|, , , , , , , ,|, ,|, , , ,|, ,|, , , , , ,|, , , ,|, , , , , , , ,|, , , , , ,|, , , , , ,|, ,|, , , ,|, , , , , ,|, , , , , , , , , , , ,|, , , ,|, , , ,|, , , ,|, ,|, ,|, , , ,|, ,|, , , , , ,|, , , , , , , , , ,|, , , ,|, ,|, , , , , ,|, , , , , ,|, , , ,|, , , ,|, ,|, , , ,|, ,|, ,|, , , , , , , ,|, ,|, , , ,|, ,|, , , ,|, ,|, ,|, , , , , , ,#,#,#,|, ,|,#,#,#,|, , , ,|,#,#,#,|
